feature,importance
promo_usage_rate,2.2680795066505284
avg_customers,0.9908217241836954
std_sales,0.8459202546788842
dow_sales_volatility,0.8459202546788842
avg_sales,0.7968719802088833
StoreType_enc,0.6541865041591834
promo_lift,0.5856563536167501
Assortment_enc,0.3711542705632337
log_comp_distance,0.3462936308409772
Promo2,0.24648658490841416
comp_months,0.10780438982245076
